url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,query_name
https://www.t-online.de/finanzen/aktuelles/id_100995286/bio-lebensmittel-sind-so-gefragt-wie-nie.html,,Bio - Lebensmittel sind so gefragt wie nie,20251111T150000Z,https://images.t-online.de/2025/11/cyQhjB4naD0o/0x107:2048x1152/fit-in/1200x0/bei-vielen-verbrauchern-sind-bio-lebensmittel-beliebt-symbolbild.jpg,t-online.de,German,Germany,organic_food
https://www.zvw.de/mehr-nachrichten/wirtschaft/bio-lebensmittel-sind-so-gefragt-wie-nie_arid-1020102,,Bio - Lebensmittel sind so gefragt wie nie - Wirtschaft - Zeitungsverlag Waiblingen,20251111T161500Z,https://www.zvw.de/cms_media/module_img/7042/3521151_1_org_biofach-2025.jpeg,zvw.de,German,Germany,organic_food
https://web.de/magazine/wirtschaft/bio-lebensmittel-gefragt-41578552,,Bio - Lebensmittel sind so gefragt wie nie,20251111T141500Z,"https://i0.web.de/image/554/41578554,pd=1,f=opengraph/biofach-2025.jpg",web.de,German,Germany,organic_food
https://www.badische-zeitung.de/im-kreisseniorenzentrum-in-kenzingen-gibt-es-in-zukunft-keine-bio-marmelade-mehr,,Im Kreisseniorenzentrum in Kenzingen gibt es in Zukunft keine Bio - Marmelade mehr,20251118T174500Z,https://ais.badische-zeitung.de/piece/1c/b2/4c/a7/481447079.jpg,badische-zeitung.de,German,Germany,organic_food
https://www.berliner-zeitung.de/news/die-guten-nachrichten-der-woche-li.10005863,,Von ausbrechenden Schlachttieren und einer besiegten Krankheit : Das sind die guten Nachrichten der Woche,20251116T164500Z,https://berliner-zeitung-msp-prod.imgix.net/2025/11/16/e885c1c1-cd7d-4e6d-a249-9f96b414c514.jpg?&auto=format,berliner-zeitung.de,German,Germany,organic_food
https://www.welt.de/newsticker/dpa_nt/infoline_nt/wirtschaft_nt/article691330322c4a42deba35b7d2/bio-lebensmittel-sind-so-gefragt-wie-nie.html,,Bio - Lebensmittel sind so gefragt wie nie,20251111T133000Z,https://images.welt.de/691330322c4a42deba35b7d2/3496f6c1e9103e1f37803f83df4d102f-master/ci16x9-w1200/biofach-2025,welt.de,German,Germany,organic_food
https://www.finanznachrichten.de/nachrichten-2025-11/66876101-mordor-intelligence-private-limited-organic-baby-food-market-expands-amid-clean-label-and-premium-infant-nutrition-trends-projected-to-reach-usd-10-008.htm,,"Mordor Intelligence Private Limited : Organic Baby Food Market Expands Amid Clean Label and Premium Infant Nutrition Trends , Projected to Reach USD 10 . 59 Billion by 2030 , Says Mordor Intelligence",20251104T104500Z,,finanznachrichten.de,English,Germany,organic_food
https://www.tagesspiegel.de/wirtschaft/umsatze-2025-steigen-deutlich-bio-lebensmittel-sind-so-gefragt-wie-nie-14810057.html,,Umsätze 2025 steigen deutlich : Bio - Lebensmittel sind so gefragt wie nie,20251111T150000Z,https://www.tagesspiegel.de/images/14128718/alternates/BASE_16_9_W1400/1762868797000/netztasche-mit-gemuse-lebensmitteleinkauf-gesunde-lebensmittelzutaten-kartoffel-brokkoli-und-karotten-zero-waste.jpeg,tagesspiegel.de,German,Germany,organic_food
https://www.rhein-zeitung.de/deutschland-welt/wirtschaft/bio-lebensmittel-sind-so-gefragt-wie-nie_arid-4082328.html,,Einkaufen : Bio - Lebensmittel sind so gefragt wie nie - Wirtschaft,20251111T140000Z,https://www.rhein-zeitung.de/cms_media/module_img/8332/4166461_1_defaultxl_Bei_vielen_Verbrauchern_sind_Bio-Lebensmittel_beliebt._Symbolbild_.webp,rhein-zeitung.de,German,Germany,organic_food
https://www.maz-online.de/wirtschaft/rekordjahr-fuer-bio-lebensmittel-nachfrage-uebertrifft-heimische-produktion-L2QL43FRNRGIVAP45KQ7M62AHE.html,https://www.maz-online.de/wirtschaft/rekordjahr-fuer-bio-lebensmittel-nachfrage-uebertrifft-heimische-produktion-L2QL43FRNRGIVAP45KQ7M62AHE.html?outputType=valid_amp,Rekordjahr für Bio - Lebensmittel : Nachfrage übertrifft heimische Produktion,20251111T181500Z,https://www.maz-online.de/resizer/v2/CRDGCZIFIBINTNHNEKJCGAA2DA.jpeg?auth=f3a41217fa930e4a9a83afb34433c11dfcf4465a783e42682b0f8b60c230aaae&quality=70&focal=2454%2C1576,maz-online.de,German,Germany,organic_food
https://www.goettinger-tageblatt.de/wirtschaft/rekordjahr-fuer-bio-lebensmittel-nachfrage-uebertrifft-heimische-produktion-L2QL43FRNRGIVAP45KQ7M62AHE.html,https://www.goettinger-tageblatt.de/wirtschaft/rekordjahr-fuer-bio-lebensmittel-nachfrage-uebertrifft-heimische-produktion-L2QL43FRNRGIVAP45KQ7M62AHE.html?outputType=valid_amp,Rekordjahr für Bio - Lebensmittel : Nachfrage übertrifft heimische Produktion,20251111T181500Z,https://www.goettinger-tageblatt.de/resizer/v2/CRDGCZIFIBINTNHNEKJCGAA2DA.jpeg?auth=f3a41217fa930e4a9a83afb34433c11dfcf4465a783e42682b0f8b60c230aaae&quality=70&focal=2454%2C1576,goettinger-tageblatt.de,German,Germany,organic_food
https://www.waz-online.de/wirtschaft/rekordjahr-fuer-bio-lebensmittel-nachfrage-uebertrifft-heimische-produktion-L2QL43FRNRGIVAP45KQ7M62AHE.html,https://www.waz-online.de/wirtschaft/rekordjahr-fuer-bio-lebensmittel-nachfrage-uebertrifft-heimische-produktion-L2QL43FRNRGIVAP45KQ7M62AHE.html?outputType=valid_amp,Rekordjahr für Bio - Lebensmittel : Nachfrage übertrifft heimische Produktion,20251111T184500Z,https://www.waz-online.de/resizer/v2/CRDGCZIFIBINTNHNEKJCGAA2DA.jpeg?auth=f3a41217fa930e4a9a83afb34433c11dfcf4465a783e42682b0f8b60c230aaae&quality=70&focal=2454%2C1576,waz-online.de,German,Germany,organic_food
"https://www.rnz.de/ratgeber_artikel,-EU-plant-Lockerung-von-Regeln-Gentechnik-im-Essen-Worauf-Sie-beim-Einkauf-achten-koennen-_arid,1791994.html",,EU plant Lockerung von Regeln : Gentechnik im Essen ? - Worauf Sie beim Einkauf achten können - Ratgeber der Rhein - Neckar - Zeitung,20251204T141500Z,https://www.rnz.de/cms_media/module_img/4654/2327494_1_articleopengraphplus_19.jpg,rnz.de,German,Germany,organic_food
https://www.zeit.de/wirtschaft/2025-12/bio-lebensmittel-deutscher-bauernverband-nachfrage-produktion,,Bio : Umsatz mit Bio - Lebensmittel erneut gewachsen,20251228T090000Z,,zeit.de,German,Germany,organic_food
https://www.badische-zeitung.de/zu-teuer-keine-bio-marmelade-mehr-fuer-senioren-im-kreisseniorenzentrum-emmendingen,,Zu teuer : Keine Bio - Marmelade mehr für Senioren im Kreisseniorenzentrum Emmendingen,20251118T193000Z,https://ais.badische-zeitung.de/piece/1c/b2/4c/a7/481447079.jpg,badische-zeitung.de,German,Germany,organic_food
https://www.badische-zeitung.de/zu-teuer-keine-bio-marmelade-mehr-fuer-senioren-im-kreisseniorenzentrum-emmendingen?commentID=14295c85-96f9-4cbb-b106-86bfc55dbb2e,,Zu teuer : Keine Bio - Marmelade mehr für Senioren im Kreisseniorenzentrum Emmendingen,20251118T230000Z,https://ais.badische-zeitung.de/piece/1c/b2/4c/a7/481447079.jpg,badische-zeitung.de,German,Germany,organic_food
https://www.badische-zeitung.de/keine-bio-marmelade-mehr-fuer-senioren-im-kreisseniorenzentrum-emmendingen-zu-teuer,,Keine Bio - Marmelade mehr für Senioren im Kreisseniorenzentrum Emmendingen – zu teuer - Kreis Emmendingen,20251119T063000Z,https://ais.badische-zeitung.de/piece/1c/b2/4c/a7/481447079.jpg,badische-zeitung.de,German,Germany,organic_food
https://www.abendzeitung-muenchen.de/bayern/katharina-schulze-will-die-mehrwertsteuer-auf-bio-lebensmittel-abschaffen-das-ist-sozial-gerecht-art-1107164,,Katharina Schulze will die Mehrwertsteuer auf Bio - Lebensmittel abschaffen,20260121T220000Z,https://www.abendzeitung-muenchen.de/storage/image/6/9/0/9/1649096_landesparteitag-buendnis-90-die-gruenen-bayern_social_1FsjLZ_uN0DbQ.jpg,abendzeitung-muenchen.de,German,Germany,organic_food
https://www.lvz.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-ein-kommentar-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html,https://www.lvz.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-ein-kommentar-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html?outputType=valid_amp,"Deutsche wollen Bio : Konsumenten fordern Qualität , Bauern und Handel unter Druck",20251231T113000Z,https://www.lvz.de/resizer/v2/FNQCVLWVDVBUXGPCWCZVJQ3MR4.jpg?auth=0e77ad02186dc1aaf2f07f673b0a90d10f98852a578d8ea88f3cb0ba4621fc12&quality=70&smart=true,lvz.de,German,Germany,organic_food
https://www.lvz.de/politik/bio-boom-in-deutschland-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html,https://www.lvz.de/politik/bio-boom-in-deutschland-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html?outputType=valid_amp,"Bio - Boom in Deutschland : Konsumenten fordern Qualität , Bauern und Handel unter Druck",20251228T151500Z,https://www.lvz.de/resizer/v2/FNQCVLWVDVBUXGPCWCZVJQ3MR4.jpg?auth=0e77ad02186dc1aaf2f07f673b0a90d10f98852a578d8ea88f3cb0ba4621fc12&quality=70&smart=true,lvz.de,German,Germany,organic_food
https://www.dnn.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html,https://www.dnn.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html?outputType=valid_amp,"Deutsche wollen Bio : Konsumenten fordern Qualität , Bauern und Handel unter Druck",20251228T180000Z,https://www.dnn.de/resizer/v2/FNQCVLWVDVBUXGPCWCZVJQ3MR4.jpg?auth=0e77ad02186dc1aaf2f07f673b0a90d10f98852a578d8ea88f3cb0ba4621fc12&quality=70&smart=true,dnn.de,German,Germany,organic_food
https://www.dnn.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-ein-kommentar-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html,https://www.dnn.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-ein-kommentar-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html?outputType=valid_amp,"Deutsche wollen Bio : Konsumenten fordern Qualität , Bauern und Handel unter Druck",20251230T103000Z,https://www.dnn.de/resizer/v2/FNQCVLWVDVBUXGPCWCZVJQ3MR4.jpg?auth=0e77ad02186dc1aaf2f07f673b0a90d10f98852a578d8ea88f3cb0ba4621fc12&quality=70&smart=true,dnn.de,German,Germany,organic_food
https://www.kn-online.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-ein-kommentar-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html,https://www.kn-online.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-ein-kommentar-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html?outputType=valid_amp,"Deutsche wollen Bio : Konsumenten fordern Qualität , Bauern und Handel unter Druck",20251230T101500Z,https://www.kn-online.de/resizer/v2/FNQCVLWVDVBUXGPCWCZVJQ3MR4.jpg?auth=0e77ad02186dc1aaf2f07f673b0a90d10f98852a578d8ea88f3cb0ba4621fc12&quality=70&smart=true,kn-online.de,German,Germany,organic_food
https://www.waz-online.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html,https://www.waz-online.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html?outputType=valid_amp,"Deutsche wollen Bio : Konsumenten fordern Qualität , Bauern und Handel unter Druck",20251228T154500Z,https://www.waz-online.de/resizer/v2/FNQCVLWVDVBUXGPCWCZVJQ3MR4.jpg?auth=0e77ad02186dc1aaf2f07f673b0a90d10f98852a578d8ea88f3cb0ba4621fc12&quality=70&smart=true,waz-online.de,German,Germany,organic_food
https://www.gala.de/stars/news/heidi-klum-privat--so-lockt-das-topmodel-seine-familie-nach-hause-24478644.html,,Heidi Klum privat ! So lockt das Topmodel seine Familie nach Hause,20251029T090000Z,https://image.gala.de/24478684/t/xY/v3/w1440/r1.7778/-/heidi-klum.jpg,gala.de,German,Germany,organic_food
https://www.topagrar.com/rind/news/okodorf-brodowin-schliesst-molkerei-20020270.html,,Ökodorf Brodowin schließt Molkerei,20251124T101500Z,"https://flm.topagrar.com/flm/upload/w_1280,g_Center,q_60/https://www.topagrar.com/imgs/2025-11-24/402155743.jpg",topagrar.com,German,Germany,organic_food
https://www.topagrar.com/rind/news/okodorf-brodowin-schliesst-molkerei-a-20020270.html,,Ökodorf Brodowin schließt Molkerei,20251128T220000Z,"https://flm.topagrar.com/flm/upload/w_1280,g_Center,q_60/https://www.topagrar.com/imgs/2025-11-24/402155743.jpg",topagrar.com,German,Germany,organic_food
https://www.spiegel.de/wirtschaft/bio-lebensmittel-deutsche-geben-deutlich-mehr-geld-aus-a-c84d0e58-d3d5-4887-a739-4a3b2b528c50,,Bio - Lebensmittel : Deutsche geben deutlich mehr Geld aus,20251228T131500Z,https://cdn.prod.www.spiegel.de/images/e68c33cc-0605-44fc-be3f-55c0676ece8c_w1200_r1.778_fpx66.71_fpy50.jpg,spiegel.de,German,Germany,organic_food
https://www.rga.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html,https://www.rga.de/politik/deutsche-wollen-bio-konsumenten-fordern-qualitaet-bauern-und-handel-unter-druck-AWZ6RL6VV5EN7MFPNDKB5VDL4U.html?outputType=valid_amp,"Deutsche wollen Bio : Konsumenten fordern Qualität , Bauern und Handel unter Druck",20251228T174500Z,https://www.rga.de/resizer/v2/FNQCVLWVDVBUXGPCWCZVJQ3MR4.jpg?auth=0e77ad02186dc1aaf2f07f673b0a90d10f98852a578d8ea88f3cb0ba4621fc12&quality=70&smart=true,rga.de,German,Germany,organic_food
https://www.chip.de/news/supermaerkte-lebensmittel/neue-produkte-starten-bei-rewe-alle-deutschen-filialen-erhalten-nachschub_4ed990d1-e16c-4799-82ef-a309fe46cde6.html,,In allen deutschen Filialen : Rewe - Kunden dürfen sich auf viele neue Produkte freuen,20251219T054500Z,https://quadro.burda-forward.de/ctf/f7c46311-cb40-4818-9f2b-a675516d990f.262218c1-ce16-4ac0-b193-3bd3b8cf40f1.jpg?im=RegionOfInterestCrop%3D%281200%2C630%29%2CregionOfInterest%3D%281667%2C967%29&hash=3944243d24edaef67b99c86a69e59d669263ec9fe7d1ffba48a31bb5f0847f04,chip.de,German,Germany,organic_food
https://www.zeit.de/wirtschaft/2025-12/bio-lebensmittel-deutscher-bauernverband-nachfrage-produktion-gxe,,Bio : Umsatz mit Bio - Lebensmitteln erneut gewachsen,20251228T103000Z,,zeit.de,German,Germany,organic_food
https://www.zeit.de/wirtschaft/2025-11/bio-lebensmittel-nachfrage-konsum-gxe,,Bio - Produkte : Nachfrage von Bio - Lebensmitteln ist so hoch wie nie zuvor,20251111T141500Z,,zeit.de,German,Germany,organic_food
https://www.n-tv.de/leute/Heidi-Klum-setzt-auf-gesunde-Suppen-article26128658.html,,  Da haue ich alles rein : Heidi Klum setzt auf gesunde Suppen,20251029T174500Z,https://www.n-tv.de/img/incoming/crop26128672/3021328767-cImg_16_9-w1200/imago836666405.jpg,n-tv.de,German,Germany,organic_food
https://www.merkur.de/lokales/freising/freising-ort28692/erster-24-selbstbedienungsladen-in-freising-setzt-konsequent-auf-bio-produkte-94038644.html,,Erster 24 / 7 - Selbstbedienungsladen in Freising setzt konsequent auf Bio - Produkte,20251115T083000Z,,merkur.de,German,Germany,organic_food
https://www.merkur.de/verbraucher/supermarkt-mit-kuriosem-aushang-kunde-wittert-groesstes-problem-der-welt-94096051.html,,Supermarkt mit kuriosem Aushang – Kunde wittert „ grtes Problem der Welt  ,20251222T230000Z,,merkur.de,German,Germany,organic_food
http://www.merkur.de/verbraucher/supermarkt-mit-kuriosem-aushang-kunde-wittert-groesstes-problem-der-welt-94096051.html,,Supermarkt mit kuriosem Aushang – Kunde wittert „ grtes Problem der Welt  ,20251222T210000Z,,merkur.de,German,Germany,organic_food
